Code,Name,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
UKR,乌克兰,,,,,,,,,,,,,64087694038,74703517903,82709161099,81456918679,77464561150,73942235330,65648559903,52549555149,48213868178,44558077827,50150399792,41883241472,31580639045,31261527363,37972301335,42351593887,50084197498,64819702952,86057915585,1.08E+11,1.43E+11,1.80E+11,1.17E+11,1.36E+11,1.63E+11,1.76E+11,1.83E+11,1.34E+11,91030959455,93355993629
UMC,中高等收入国家,8.84E+11,9.68E+11,1.08E+12,1.16E+12,1.41E+12,1.63E+12,1.78E+12,1.74E+12,1.68E+12,1.79E+12,1.88E+12,1.92E+12,1.92E+12,2.10E+12,2.25E+12,2.53E+12,2.76E+12,2.64E+12,2.88E+12,3.13E+12,3.53E+12,3.85E+12,4.11E+12,4.05E+12,3.84E+12,4.25E+12,4.33E+12,4.51E+12,5.04E+12,6.05E+12,7.28E+12,8.66E+12,1.08E+13,1.32E+13,1.27E+13,1.54E+13,1.84E+13,1.97E+13,2.10E+13,2.17E+13,2.02E+13,2.01E+13
URY,乌拉圭,3538283322,3667161241,4114667063,4910257283,7181185278,10163020116,11048335541,9178802163,5102281256,4850241442,4732017873,5880112788,7367494080,8213515459,8438951476,9298839655,11205971155,12878199881,15002106518,17474647792,19297663097,20515543039,23969823010,25385928198,23983945191,22823255802,20898788417,13606494599,12045631093,13686329890,17362857684,19579457966,23410572634,30366213119,31660911277,40284481652,47962439304,51264390116,57531233351,57236013086,53274304222,52687612262
USA,美国,1.69E+12,1.88E+12,2.09E+12,2.36E+12,2.63E+12,2.86E+12,3.21E+12,3.34E+12,3.64E+12,4.04E+12,4.35E+12,4.59E+12,4.87E+12,5.25E+12,5.66E+12,5.98E+12,6.17E+12,6.54E+12,6.88E+12,7.31E+12,7.66E+12,8.10E+12,8.61E+12,9.09E+12,9.66E+12,1.03E+13,1.06E+13,1.10E+13,1.15E+13,1.23E+13,1.31E+13,1.39E+13,1.45E+13,1.47E+13,1.44E+13,1.50E+13,1.55E+13,1.62E+13,1.68E+13,1.75E+13,1.82E+13,1.87E+13
UZB,乌兹别克斯坦,,,,,,,,,,,,,,,,13360607918,13677622222,12941297376,13099013836,12899156991,13350468917,13948892216,14744603774,14988971211,17078465982,13760513969,11401421329,9687788513,10134453435,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,39332770929,45915191189,51821573338,57690453461,63067077179,66903804143,67445712840
VCT,圣文森特和格林纳丁斯,33237164.72,32792480.97,49353161.85,60844771.48,71096359.63,82340339.63,102086539.3,113759203.3,122255349.6,135024987.8,145641705.2,160846656.7,175580647.4,200726712.6,214745002.2,240365262.6,254829629.6,277954111.1,286307814.8,289438481.5,316008481.5,331489703.7,347770000,373619851.9,390719148.1,396261370.4,430039296.3,461883444.4,481806296.3,521975111.1,550728666.7,610930037,684446259.3,695428851.9,674922481.5,681225963,676129407.4,692933740.7,721208998.2,727714407.1,755458031.4,770762204.1
VEN,委内瑞拉玻利瓦尔共和国,27464651163,31419534884,36210697674,39316279070,48310930233,59116511628,66327441860,67736744186,67556279070,60010285714,61965466667,60391604938,48029034483,60226413793,43526253602,48598315565,53476971831,60401798246,60065011013,58418666667,77407726244,70543211119,85843534589,91331203433,97976886247,1.17E+11,1.23E+11,92893587734,83620628582,1.12E+11,1.46E+11,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,,
VGB,英屬維爾京群島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIR,美属维京群岛,399800000,440000000,461800000,512900000,606700032,727800000,821800000,832600000,916899968,985400000,990400000,1035600000,1147800064,1204600064,1343900032,1564700032,1671200000,1770900000,1996000000,,,,,,,,,3269000000,3453000000,3799000000,4439000000,4504000000,4803000000,4250000000,4203000000,4339000000,4239000000,4095000000,3762000000,3622000000,3759000000,
VNM,越南,,,,,,,,,,,14094687821,26336616250,36658108850,25423812649,6293304975,6471740806,9613369520,9866990236,13180953598,16286433533,20736164459,24657470575,26843700442,27209602050,28683659007,31172518403,32685198735,35064105501,39552513316,45427854693,57633255618,66371664817,77414425532,99130304099,1.06E+11,1.16E+11,1.36E+11,1.56E+11,1.71E+11,1.86E+11,1.93E+11,2.05E+11
VUT,瓦努阿图,,,,,119258835.3,113423181.3,98746405.39,98144643.9,110123779.8,135553764,123698506.1,118691396.8,130834145.1,148545381.4,144482170.2,158397403,188869985.7,196142585,188080374.4,219260341.1,233902114.9,245177633.2,255890221.8,262301252.8,267999225.3,272014693.1,257926881.7,262603781.8,314463144,364996869.1,394962552.3,439376794.1,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954307,737917151.4,787942567.4
WLD,世界,5.92E+12,6.44E+12,7.28E+12,8.57E+12,9.96E+12,1.12E+13,1.16E+13,1.15E+13,1.17E+13,1.22E+13,1.28E+13,1.51E+13,1.72E+13,1.93E+13,2.01E+13,2.26E+13,2.40E+13,2.54E+13,2.59E+13,2.78E+13,3.09E+13,3.16E+13,3.15E+13,3.14E+13,3.25E+13,3.36E+13,3.34E+13,3.47E+13,3.89E+13,4.39E+13,4.75E+13,5.15E+13,5.80E+13,6.36E+13,6.03E+13,6.60E+13,7.34E+13,7.51E+13,7.72E+13,7.93E+13,7.50E+13,7.61E+13
WSM,萨摩亚,,,,,,,,121221651.6,111862823.6,109200934.3,95572172.98,100947848.6,111713922.1,133016065.4,122888609.7,125766269.8,125597205.4,132303041.4,133122897.2,221098106.5,224865731.4,249908970.7,285475591.9,269481523.2,258833766.6,269019710.3,273088357.2,288078881.4,338838639.4,420320176.4,462649043,508503671.3,550970655.5,644132488.9,560959527.8,643046733.4,739785121.9,801168622.3,804808525.5,805162571.8,804100582.5,786640006.1
XKX,科索沃,,,,,,,,,,,,,,,,,,,,,,,,,,1849196082,2535333632,2406270658,2790455728,3556757429,3663101604,3846819721,4655899261,5687417607,5653792720,5830463576,6691826522,6499935757,7071959639,7386891336,6440612177,6714712389
YEM,也门共和国,,,,,,,,,,,,,,,,5647119229,5930370370,6463649985,5368270615,4167356037,4258788725,5785685311,6838557384,6325141676,7641102523,9652436180,9861560095,10694628092,11777966673,13872791659,16746344766,19061978586,21650532264,26910851362,25130274124,30906749533,32726417878,35401339869,40415233436,43228583935,45593573381,36436652465
ZAF,南非,38114942529,36601885925,40649724011,46737580497,57647268409,82984078069,89629496833,82696902010,88786580363,87880468269,69208451593,82107924006,1.07E+11,1.18E+11,1.29E+11,1.16E+11,1.24E+11,1.35E+11,1.34E+11,1.40E+11,1.55E+11,1.48E+11,1.53E+11,1.38E+11,1.37E+11,1.36E+11,1.22E+11,1.16E+11,1.75E+11,2.29E+11,2.58E+11,2.72E+11,2.99E+11,2.87E+11,2.96E+11,3.75E+11,4.16E+11,3.96E+11,3.67E+11,3.51E+11,3.18E+11,2.96E+11
ZMB,赞比亚,2618666667,2746714286,2483000000,2813375000,3325500000,3829500000,3872666667,3994777778,3216307692,2739444444,2281258065,1661948718,2269894737,3713614458,3998637681,3285217391,3378882353,3181921788,3273237853,3656647744,3807067122,3597220962,4303281932,3537683046,3404311977,3600683040,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265556274,23460098340,25503370699,28045460442,27150630607,21154394546,20954754378
ZWE,津巴布韦,4371300700,4318372000,4364382100,4351600500,5177459400,6678868200,8011373800,8539700700,7764067000,6352125900,5637259300,6217523700,6741215100,7814784100,8286322700,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100
